598,防,7,"方
阡",ボウ,ふせ.ぐ,"M14.87,17.97c1.26,0.66,2.66,0.57,3.91,0.45c4.47-0.42,11.85-1.92,16.35-3c3.85-0.92,5.45,1.01,3.3,4.86C36,24.62,30.5,33.08,28.04,36.06
M28.04,36.06c14.71,11.06,11.08,34.81-0.75,28.19
M16.04,18.78c0.91,0.91,1.25,2.07,1.25,3.24c0,5.24,0.08,44.69,0.04,66.24c-0.01,4.18-0.01,7.51-0.01,9.5
M67.61,12c1,1.01,1.73,2.38,1.73,3.91c0,4.45,0.1,8.84,0.1,12.9
M42,32.34c2.75,0.54,4.8,0.46,7.39,0.15c9.72-1.17,30.12-4.15,41.99-4.79c2.36-0.13,4.86-0.4,7.12,0.45
M67.5,44.75c7,3.25,12.12,5,18.24,6.36C89.09,51.86,89,54,88,57.75c-1.8,6.74-10.24,28.91-15.13,34.08c-5.12,5.42-6.71-0.74-8.09-1.57
M68.5,33.5c0.5,1.25,0.48,2.72-0.19,4.37C62.75,51.62,54.5,70.12,34.75,85",nieznane znaczenie,,true,JLPT 2
599,犯,5,"乙
犯
卩","ハン
ボン",おか.す,"M39.31,17.5c0.13,1.12-0.19,2.21-0.8,3.09c-5.08,7.33-11.26,12.79-22.76,20.7
M20.5,20.75c29.5,15,17.75,82.25,4.75,68.5
M34.32,46.75c0,1.12-0.22,2.29-0.61,2.92C28.62,57.88,23.75,64.12,14,72.04
M51.5,26.75c1,0.25,3.25,0.5,5.25,0.25s23.04-4.01,25.5-4.5c3.12-0.62,5.28,1.29,4.75,4c-1.75,9-2.75,17.25-7.5,29.25c-3.3,8.33-6.38,1.75-7.5,0
M52.74,27.37c1.07,1.07,1.26,2.99,1.28,5.13c0.1,10.48,0.45,39.57,0.45,44.66c0,12.59,2.53,15.37,20,15.37c20.28,0,21.92-3.02,21.92-9.79",nieznane znaczenie,,true,JLPT 3
600,締,15,"巾
糸
幺
小
并
立
亠
冖",テイ,"し.まる
し.まり
し.める
-し.め
-じ.め","M27.13,14.92c0.34,1.34,0.36,2.34-0.17,3.8c-2.33,6.45-5.57,10.24-10.05,15.47c-1.06,1.24-0.94,2.91,0.25,3.35c3.6,1.34,6.6,2.95,9.47,4.81
M37.8,25.68c0.62,1.19,0.23,2.71-0.41,3.77c-5.75,9.56-13.27,20.18-21.07,28.26c-1.83,1.89-0.7,3.29,1.65,2.59c5.03-1.5,14.87-4.49,21.29-6.03
M36,47.12c2.21,2.05,5.7,8.42,6.25,11.61
M29.14,59.87c0.07,0.36,0.98,1.84,0.98,4.09c0,8.86,0.02,18.33-0.04,25.29c-0.02,2.7-0.04,5.06-0.04,6.92
M20.35,70.1c0.27,1.28,0.13,2.54-0.16,3.22c-1.87,4.39-6.55,13.1-9.2,16.87
M37.88,69c3.02,3.66,5.34,12.16,6.05,15.47
M67.02,12.84c1.07,1.07,1.41,2.13,1.41,4.21c0,3.29,0-1.56,0,7.38
M48.79,26.67c1.85,0.64,4.11,0.38,5.99,0.16c7.2-0.86,21.97-2.97,29.86-3.73c2.15-0.21,4.3-0.2,6.43,0.24
M57.75,30.5c2.41,3.7,3.94,8.16,4.16,10.6
M80.42,26.62c0.2,0.75,0.24,1.54,0.09,1.88c-1.77,4.21-4.05,9.64-5.15,11.56
M49.07,43.35c-0.06,3.54-1.45,12.78-1.95,14.89
M49.82,45.83c8.31-1.33,29.49-4.92,40.41-4.92c7.43,0,2.35,4.49-0.43,7.42
M54.27,60.28c0.91,0.91,1.19,1.97,1.19,3.46c0,2.84-0.07,10.75-0.07,17.25c0,2.76,0.02,4.81-0.01,6.01
M55.85,61.74c2.4-0.19,22.45-3.2,28.42-3.96c2.93-0.38,4.32,0.97,4.32,4c0,6.92,0,12.13-0.57,17.85c-0.51,5.2-1.85,6.78-5.04,1.92
M69.57,48.01c0.83,0.83,1.19,2.12,1.19,3.46c0,3.46,0.07,28.73,0.09,40.78c0.01,3.27,0.01,5.58,0.01,6.25",nieznane znaczenie,,true,JLPT 1
601,問,11,"口
門",モン,"と.う
と.い
とん","M18.39,15.04c1.22,1.22,1.93,3.12,1.93,4.92c0,0.89,0.01,50,0.01,70.67c0,3.77,0,6.6,0,8.01
M20.52,16.91c6.35-1.16,14.8-2.87,19.12-3.56c2.64-0.42,4.88-0.16,4.75,3.02c-0.13,2.95-0.88,15.16-1.28,21.75c-0.14,2.41-0.24,4.08-0.24,4.26
M21.2,29.49c6.8-1.24,14.3-2.24,21.38-2.83
M21.27,42.06c8.11-1.29,13.14-1.76,20.31-2.36
M64.36,12.26c1,1,1.54,2.24,1.54,3.65c0,0.68-0.06,12.96-0.08,19.84c-0.01,1.89-0.01,3.38-0.01,4.1
M66.55,14.16c5.82-1.03,14.49-2.29,19.57-2.95c2.67-0.35,4.85,0.79,4.85,2.92c0,20.13,0.04,63.76,0.04,77.56c0,8.69-5.51,3.56-9.9-0.64
M67.24,25.22c6.63-0.84,17.38-1.84,22.15-2.24
M67.05,36.76c6.2-0.51,15.45-1.51,22.55-2.06
M36.25,57.11c0.88,0.64,1.62,1.76,1.87,2.92c0.92,4.35,1.84,11.03,2.61,17.07c0.15,1.17,0.29,2.31,0.43,3.41
M38.71,59.66c9.11-1.03,21.45-2.32,27.33-2.98c3.34-0.37,4.76,0.9,4.01,4.37c-0.9,4.17-1.73,8.1-3.59,14.23
M42.01,78.52c4.47-0.52,15.74-1.45,23.11-2.08c1.29-0.11,2.46-0.22,3.46-0.31",nieznane znaczenie,,true,JLPT 4
602,標,15,"示
二
小
西
木",ヒョウ,"しるべ
しるし","M12.28,36.97c2.1,0.53,4.24,0.33,5.5,0.23c5.78-0.44,14.74-2.75,20.99-3.83c1.01-0.17,2.37-0.24,3,0
M28.86,15.5c1.07,1.07,1.79,3,1.79,4.92c0,2.51-0.04,43.57-0.05,62.95c0,4.38,0,7.65,0,9.12
M29.94,36.53c0,1.34-0.32,3.19-0.73,4.25c-5.53,14.4-10.59,24.31-17.46,33.97
M33.25,44.62c2.37,1.64,6.26,6.95,8.25,10.12
M49.12,16.7c2,0.42,4.39,0.06,6.14-0.1c6.61-0.6,18.82-2.15,25.61-2.62c2.05-0.14,4.44-0.4,6.45,0.25
M47,29.5c0.78,0.64,1.22,1.47,1.33,2.48c0.85,3.07,1.71,8.15,2.39,12.63c0.17,1.11,0.33,2.19,0.47,3.19
M49.38,31.53c6.05-1.07,28.12-4.03,37.76-4.83c3.83-0.31,5.47,1.39,4.41,5.09c-0.7,2.46-1.76,5.25-2.78,8.14c-0.42,1.19-0.83,2.4-1.21,3.6
M59.69,19.36c0.97,0.97,1.18,1.64,1.39,3.08c0.43,2.96,1.52,14.56,2.22,21.12
M75.92,17.54c0.83,0.83,1.27,2.09,1.05,3.48c-0.98,6.35-2.1,13.6-3.2,21.4
M52.23,46.07C62.75,44.75,80,43,87.69,42.39
M55.94,54.51c0.88,0.33,2.51,0.42,3.39,0.33c5.64-0.57,14.8-2.08,20.78-2.39c1.47-0.08,2.36,0.16,3.1,0.32
M45.63,66.8c2.05,0.47,5.82,0.46,7.85,0.22c11.83-1.39,25.71-3.01,34.62-3.49c3.41-0.18,5.46,0.22,7.17,0.46
M68.46,68.86c1.15,1.15,1.67,2.52,1.67,4.66c0,6.71,0.24,10.23,0.24,14.93c0,6.39-4.12,3.18-6.75,0.52
M54.89,75.77c0.03,0.36,0.06,0.94-0.06,1.46c-0.71,3.09-5.57,8.51-12.83,13.02
M83.19,75.55c3.77,2.23,9.93,8.93,10.87,12.41",nieznane znaczenie,,true,JLPT 1
603,準,13,"十
汁
隹",ジュン,"じゅん.じる
じゅん.ずる
なぞら.える
のり
ひと.しい
みずもり","M29.11,12.25c3.12,1.36,8.04,5.61,8.83,7.73
M21.88,27.12c3.27,1.26,8.44,5.2,9.26,7.17
M22.51,58.14c1.5,0.73,3.3,0.77,4.25-0.14c2.75-2.64,5.5-5.88,7.99-9.25
M55.36,8.75c0.16,1.17-0.04,2.7-0.56,3.7C51.53,18.83,47.38,24.23,39.88,32
M50.38,22.98c0.82,0.82,1.42,2.11,1.46,3.51c0.19,6.7,0.21,18.01,0.21,26.76c0,1.81,0,3.21,0.06,4
M74.9,9.5c0.05,0.57-0.02,1.32-0.19,1.81c-1.14,3.12-2.59,5.52-5.21,9.32
M51.83,23.31c5.73-0.72,24.54-2.55,33-3.47c1.95-0.21,3.35-0.38,3.92-0.47
M69.26,23.3c0.33,0.29,0.59,1.68,0.59,2.17c0,5.02-0.16,19.15-0.16,28.14
M53.04,34.33c5.14-0.48,21.94-2.02,29.71-2.78c1.96-0.19,3.38-0.34,3.93-0.4
M52.26,45.52c5.57-0.42,23.31-2.35,31.98-3.06c1.91-0.16,3.44-0.25,4.36-0.26
M52.46,56.79c5.52-0.59,24.97-3.55,35.04-3.42c2.37,0.03,4.24,0.15,5.29,0.4
M13.13,77.73c3.26,1.16,7.04,1,10.37,0.63c19.38-2.11,49.21-4.21,63.63-4.73c2.95-0.11,5.85-0.19,8.75,0.44
M52.66,62.63c0.92,0.92,1.82,2.74,1.82,4.53c0,0.92,0.06,14.59,0.06,27.59c0,2.18-0.01,4.64-0.04,5.88",nieznane znaczenie,,true,JLPT 2
604,邪,8,"牙
邦",ジャ,よこし.ま,"M21.26,22.54c1.53,0.56,3.9,0.43,5.51,0.26c5.46-0.6,13.76-1.81,20.49-2.34c1.97-0.16,3.93-0.36,5.88,0.07
M26.7,26.53c0.55,1.1,0.8,2.35,0.5,4.1c-1.14,6.59-1.95,11.1-2.45,14.37
M13.97,47.58c2.28,0.42,4.45,0.49,6.27,0.21c9.26-1.41,22.16-3.02,30.01-3.89c2.5-0.28,4.25-0.4,6.75-0.03
M45.71,23.69c1.05,1.05,1.43,2.69,1.43,4.69c0,12.62,0.01,50.12,0.01,58.04c0,12.47-5.78,3.82-7.19,2.3
M45.54,45.6c0,1.03-0.36,2.14-1.14,3.4c-4.84,7.85-15.3,20.18-29.35,30.54
M64.42,19.42c2.33,0.58,4.83,0.54,6.4,0.25c5.89-1.05,14.48-2.96,16.85-3.75c3-1,5,2,3.67,4.33c-1.33,2.33-7.08,12.25-10.08,17
M81.25,37.25C100.88,52.12,96,78.38,82.74,71.16
M66.37,20.5c0.88,0.88,1.21,2.25,1.21,3.75c0,0.86,0.08,42.4,0.04,63.25c-0.01,3.98-0.01,7.21-0.01,9.25",nieznane znaczenie,,true,JLPT 1
605,曇,16,"雨
二
日
厶",ドン,くも.る,"M31.45,13.2c0.67,0.67,1.11,1.53,1.31,2.25c1.61,5.79,1.99,8.08,3.17,13.26c0.27,1.19,0.63,2.35,0.8,3.49
M32.88,14.14C46.5,12.62,62.94,11.21,71,10.52c2.67-0.23,4.62,0.91,4.21,3.74c-0.37,2.55-1.47,6.75-2.52,10.79c-0.41,1.55-0.8,3.08-1.15,4.48
M35.88,21.95c8.24-1.08,30.12-2.83,37.07-3.02
M37.53,30.33c8.1-0.71,23.43-2.15,33.47-2.83
M34.21,39.56c2.2,0.23,4.24,0.08,6.42-0.18c5.47-0.67,16.34-1.84,25.25-2.39c2.12-0.13,4.26-0.3,6.37-0.03
M21.1,48.77c-0.2,5.28-1.95,10.09-3.22,15.35
M22.25,51.4c17.62-2.03,49-5.13,63.5-5.51c11.49-0.3,1.54,6.18,0.25,7.5
M51.48,40.25c1.07,1.07,1.57,2.5,1.57,3.78c0,1.38,0.03,9.99,0.04,15.59c0.01,2.74,0.02,4.76,0.02,4.87
M34.38,55.5c2.54,0.56,6,2.24,7.38,3.18
M29.97,62.22c2.5,0.58,6.37,2.69,7.74,3.65
M67.68,53.11c3.02,0.92,6.44,2.77,7.65,3.54
M65.75,60c2.57,0.75,6.08,3.01,7.49,4.26
M38,71.05c1.45,0.45,3.27,0.23,4.77,0.14c5.35-0.33,13.07-1.34,21.23-1.92c1.38-0.1,2.64-0.16,4,0.09
M19,82.5c3.04,0.63,6.22,0.27,9.27-0.01c13.03-1.17,33.23-3.83,52.36-4.63c3.39-0.14,6.87-0.11,9.87,0.64
M47.68,83.59c0.07,0.93-0.34,1.83-1.11,2.72c-2.57,2.94-5.82,5.94-10.04,9.73c-1.74,1.56-1.5,2.75,1.26,2.15c7.71-1.68,19.84-3.81,32.96-6.11
M65.46,85.44c4.36,2.44,11.26,10.02,12.35,13.81",nieznane znaczenie,,true,JLPT 2
606,績,17,"貝
目
ハ
糸
幺
小
土
亠",セキ,,"M29.9,14.25c0.31,1.21,0.54,2.22-0.16,3.44C26.12,24,22.12,30,16.92,35.49c-1.25,1.31-0.67,2.64,0.75,3.04c3.72,1.04,7.84,2.74,10.64,4.97
M41.78,24.44c0.34,0.93,0.22,2.31-0.5,3.44C35.8,36.53,25.5,48.12,17.9,56.61c-1.67,1.87-0.65,3.14,1.57,2.47c4.78-1.44,12.78-4.21,20.48-6.49
M37,46.75c2.47,2.03,6.38,8.34,7,11.5
M30.33,59.01c0.58,0.58,1.28,1.87,1.28,3.28c0,7.59-0.1,20.34-0.1,28.71c0,2.87-0.06,4.99-0.06,5.75
M22.75,68.25c0.12,0.76-0.15,2.26-0.37,2.8c-1.45,3.55-5.33,11.15-7.38,14.2
M39.62,67.75c2.94,3.49,5.19,11.59,5.88,14.75
M51.33,21.38c1.92,0.37,3.93,0.22,5.44,0.04c6.73-0.8,17.72-2.08,24.01-2.9c1.94-0.25,3.79-0.13,5.72,0.04
M67.58,10.63c0.83,0.83,1.62,2.37,1.62,3.85c0,6.27,0.05,19,0.05,26.02
M50.55,31.93c1.95,0.32,4.2,0.17,5.69,0.02c6.01-0.6,18.37-1.99,24.85-2.77c1.98-0.24,4.2-0.29,6.19-0.16
M44.88,43.05c2.48,0.59,4.99,0.44,7.48,0.15c11.27-1.33,27.84-2.5,37.65-3.18c2.3-0.16,4.72,0.01,7,0.5
M54.47,50.69c0.73,0.73,1.19,2.06,1.19,3.33c0,0.77,0.06,14.98,0.06,23.23c0,1.67-0.05,3.2-0.06,4.5
M56.48,51.9c2.75-0.14,22.94-2.14,25.44-2.34c2.33-0.18,3.56,1.19,3.56,2.89c0,4.24-0.03,15.83-0.05,23.18c0,2.26-0.01,3.88-0.01,4.99
M56.93,60.32c3.93-0.04,22.79-1.56,27.2-1.6
M57.15,69.36c6.6-0.48,20.6-1.61,27.28-2.01
M56.87,78.97c8.13-0.72,18.78-1.19,27.39-1.81
M63.2,84.97c0.18,0.9-0.17,1.82-1.06,2.59c-2.7,2.3-10.75,7.47-16.14,10.19
M77.42,83.63c6.38,3.58,13.92,10.07,15.66,13.21",nieznane znaczenie,,true,JLPT 2
607,酔,11,"九
十
酉",スイ,"よ.う
よ.い
よ","M9.54,23.41c1.96,1.01,4.89,0.64,6.96,0.33c8.73-1.31,21.97-2.85,27-3.36c2.28-0.23,4.71-0.47,6.94,0.22
M12.99,37.82c0.85,0.85,1.39,2.05,1.39,3.61c0,4.57,0.07,28-0.02,40.57c-0.02,3.69-0.04,6.1-0.04,6.2
M14.84,40.18c2.61-0.11,26.86-3.34,29.23-3.62c2.46-0.28,3.92,1.05,3.92,3.52c0,1.12-0.04,24.21-0.1,38.11c-0.01,3.3-0.02,6.08-0.02,7.92
M24.83,25.24c0.84,1.03,1.11,2.22,1.07,3.64C25.5,42,23.5,51.88,18.8,57.95
M34.04,23.66c0.9,0.9,1.13,1.93,1.16,3.65c0.09,5.47,0.04,11.98-0.01,18.73c-0.04,5.86,1.51,7.07,4.95,7.07c3.48,0,4.73-0.24,5.89-0.86
M15.55,67.63c6.95-0.75,24.95-2.75,31.13-3.08
M15.39,83.06c8.73-1.19,21.36-2.44,31.53-2.62
M69.4,13.62c0.2,0.87,0.37,1.8,0.33,2.48C68.57,37.18,66,49.5,54.53,58.86
M54.92,29.12c2.33,0.26,4.25,0.1,5.76-0.22c5.6-1.17,19.12-4.39,19.65-4.51c2.67-0.64,3.94,0.54,3.42,3.38C83.32,30.1,82,39.79,82,42.12c0,9.36,3,9.88,8.23,9.88c6.02,0,8.01-1.3,8.01-6.76
M54,69.72c2.62,0.65,5.6,0.25,7.89-0.04c8.61-1.06,20.98-2.56,28.48-3.33C92.98,66.09,95.5,66,98,66.6
M72.93,56.05c1.14,1.14,1.52,2.45,1.52,4.15c0,0.63,0,26.79,0,31.17c0,3.59-0.05,6.41-0.07,7.63",nieznane znaczenie,,true,JLPT 1
608,甘,5,甘,カン,"あま.い
あま.える
あま.やかす
うま.い","M13.75,39.2c3,1.07,7.02,0.69,10.14,0.38c13.36-1.31,40.11-3.96,59.61-4.9c3.67-0.18,7.99-0.18,10.99,0.61
M35.17,20c1.06,1.06,1.21,2.38,1.21,4c0,5.13,0.04,42.56,0.02,64.62c0,2.83-0.01,5.41-0.01,7.62
M70.87,14c1.07,1.06,1.46,2.5,1.46,4c0,0.68,0.02,48.38,0.03,68.38c0,4.98,0,8.23,0,8.62
M37.5,61.75c4.25-0.5,30.75-3,33.75-3
M37.25,89.75c6.5-0.25,28-1.75,34-2",nieznane znaczenie,,true,JLPT 2
609,痛,12,"用
疔
マ",ツウ,"いた.い
いた.む
いた.ましい
いた.める","M55.06,11.38c0.97,0.97,1.26,2.49,1.26,3.9c0,0.79-0.07,4.59-0.07,7.46
M26.13,25.73c2.75,0.65,5.94,0.63,8.74,0.35c15.75-1.58,34.38-3.7,48-4.74c2.76-0.21,5.53-0.35,8.25,0.23
M29.24,26.75c1,1,1.43,2.12,1.41,3.63c-0.16,16.74,1.09,47.49-14.1,62.59
M14.5,38.5c2.74,1.98,6.75,7.5,7.75,11.25
M11.8,67.48c1.2,0.77,2.56,0.49,3.75-0.41c4.15-3.13,5.99-4.91,10.7-9.07
M43.12,35.65c1.86,0.72,3.85,0.59,5.77,0.31c5.52-0.81,21.23-3.33,27.57-4.29c3.03-0.46,3.92,1.48,1.94,3.28c-1.08,0.98-9.52,8.42-13.43,11.67
M56.62,42c2.46,1.01,8.81,4.89,9.97,7.52
M43.69,53.34c0.8,0.8,1.12,2.03,1.12,3.37c0,2.21-0.04,23.03-0.06,34.29c0,2.91-0.01,5.18-0.01,6.33
M45.69,54.58c5.56-0.48,28.31-3.66,34.85-4.51c3.28-0.43,5.3,0.81,5.3,3.94c0,5.3-0.2,26.65-0.2,36.7c0,10.54-5.86,1.49-7.05,1.07
M45.69,66.9c9.68-1.15,28.18-3.53,39.2-3.96
M45.67,80.22c6-0.71,29.58-3.59,38.99-3.91
M63.11,55.17c0.92,0.92,1.09,2.2,1.09,3.44c0,5.45-0.11,19.21-0.14,31.39c-0.01,2.1-0.01,4.07-0.01,5.85",nieznane znaczenie,,true,JLPT 3
610,多,6,夕,タ,"おお.い
まさ.に
まさ.る","M45.82,11.92c0.18,1.08-0.22,2.3-0.66,3.01C42.5,19.25,37,26.33,28.5,31.25
M48.24,16.65c1.38,0.22,3.15,0.08,4.79-0.12c5.59-0.66,9.72-1.28,14.9-2.3c3.15-0.62,4.07,1.15,3.01,3.46c-4.46,9.74-24.82,31.44-44.28,37.66
M40,28.25c2.67,1.56,7,6.5,7.75,9
M58.5,42.25c0.25,1.5-0.11,2.78-0.48,3.6C55.25,52,48.75,59.5,33.75,68.5
M60.42,48.62c1.58,0.13,3.01,0.09,4.6-0.09c5.86-0.66,9.23-1.16,13.48-2.03c3.13-0.64,4.62,1.62,3.48,4.09c-5,10.79-23.61,34.91-54.73,48.16
M48.25,63c2.93,1.73,7.67,7.22,8.5,10",nieznane znaczenie,,true,JLPT 4
611,狭,9,"人
大
二
并
犯
丶
亠","キョウ
コウ","せま.い
せば.める
せば.まる
さ","M38.8,18c0.14,1.15-0.24,1.97-0.9,2.86c-5.28,7-10.86,11.69-23.65,19.44
M18.75,20c28.25,23.5,17.71,82.78,6,69.75
M30.58,43.75c0.1,1.33,0.04,2.24-0.54,3.45c-3.87,8.08-8.21,13.37-17.55,22.35
M47.25,32.23c1.87,0.75,4.69,0.55,6.62,0.25c8-1.23,20.55-2.84,27.22-3.66c2.13-0.26,4.05-0.2,6.15,0.31
M46.75,40.25c2.29,1.98,5.9,8.16,6.48,11.25
M83.28,35.69c0.07,0.86-0.02,1.69-0.3,2.51c-0.93,3.08-3.81,7.62-7.49,12.21
M42.88,59.19c3,0.71,5.35,0.49,8.36,0.11c10.49-1.34,25.74-3.34,36.64-3.78c2.38-0.1,5.38,0.1,7.62,0.59
M64.33,14c0.8,1,1.13,2.39,1.17,4.79c0.63,44.46-0.62,59.33-25.74,75.71
M65.75,59.83c6.12,9.55,12.6,18.82,19.63,26.67c2.07,2.3,5.37,5.01,8.12,6.53",nieznane znaczenie,,true,JLPT 1
612,敵,15,"口
十
并
立
亠
冂
攵
滴",テキ,"かたき
あだ
かな.う","M29.75,13.75c1,0.75,1.5,2,1.5,3.75s0,4.88,0,8
M11,28.45c2.38,0.42,4.46,0.37,6.62,0.09c7.76-1.04,20.11-2.9,28.88-3.43c2.1-0.13,4.25-0.23,6.25-0.02
M19.88,31.5c2.83,3.73,4.12,7.54,4.38,10
M41.73,28.5c0.27,0.75,0.18,1.63,0.04,1.94c-1.4,3.18-3.69,8.06-4.78,9.81
M12,43.73c0.88,0.88,1.42,2.25,1.29,3.63c-0.11,1.1,0.04,26.93,0.11,38.64c0.02,2.98,0.03,5.03,0.03,5.5
M14.54,45.52c5.09-0.61,23.59-2.9,32.75-4.07c2.17-0.28,3.48,0.3,3.48,2.59c0,1.29,0.1,41.09,0.1,44.62c0,7.96-4.62,1.84-6.63-0.08
M19,55.31c1.4,0.48,2.73,0.5,4.16,0.3c4.43-0.59,12.76-1.88,17.6-2.21c0.9-0.06,2.51-0.28,3.5-0.08
M30.2,46.75c1.02,1.02,1.5,2.25,1.5,3.88c0,6.12,0.17,9.74,0.17,14.3
M21.69,66.54c0.82,0.82,1.06,1.71,1.36,3.22c0.4,2.03,1.22,4.91,1.71,7.95c0.22,1.39,0.42,2.7,0.56,3.79
M23.21,67.17c5.16-0.8,12.66-1.8,16.62-2.35c1.18-0.16,2.04,0.67,1.73,2.01c-0.57,2.44-1.66,5.7-2.31,8.98
M26.04,78.4c2.76-0.14,7.14-0.77,11.25-1.24c1.09-0.13,2.11-0.22,2.99-0.27
M68.56,14.89c0.19,0.98,0.2,1.71-0.06,2.87c-1.68,7.4-5.45,22.25-11.25,32.49
M65.25,40.01c1.25,0.11,2.11-0.09,2.59-0.13c4.34-0.37,11.79-2.38,17.79-3.61c1.27-0.26,3.37-0.52,4.62-0.3
M78.26,41.93c0.35,1.22,0.54,2.09,0.17,4.31c-3.3,20.2-10.18,36.39-22.18,45.26
M58.04,55.51c2.28,0.56,20.11,21.2,31.51,30.1c2.21,1.72,4.83,3.9,7.46,4.65",nieznane znaczenie,,true,JLPT 1
613,興,16,"臼
口
ハ
冂
一","コウ
キョウ","おこ.る
おこ.す","M30.11,20c0.07,0.76-0.26,1.57-0.66,2.17C26.88,26,24.62,28.5,19,32.92
M16.62,32.75c1.09,0.5,1.74,2.25,1.96,3.25c0.22,1,3.17,24.38,4.67,33.5
M20.75,42.75c3.68-0.77,7.02-1.66,9.47-2.14c1.13-0.22,2.32-0.36,3.03-0.36
M22.5,56.5c3.37-0.75,7-2.2,9.64-2.88c0.88-0.23,1.68-0.37,2.36-0.37
M39.51,19.09c0.82,0.82,1.13,2.12,1.13,3.56c0,2.48,0.1,40.6,0.1,44.67
M41.6,20.23c2.85-0.5,14.34-3.21,19.53-4.36c2.92-0.65,4.65-0.36,4.65,3c0.01,5.96,0.1,42.64,0.1,46.08
M45.33,31.08c0.8,0.17,2.19,0.14,3.05-0.04c2.62-0.54,5.26-1.21,7.22-1.64c1.1-0.24,2.24-0.4,3.35-0.09
M45.97,42.05c0.62,0.62,1.16,1.33,1.26,2.18c0.28,2.28,0.69,5.75,1.04,8.92c0.11,0.96,0.21,1.9,0.29,2.76
M48.14,43.03c3.29-0.8,6.31-1.68,8.53-2.19c2.58-0.6,3.06,0.08,2.67,2.56c-0.43,2.72-0.92,5.15-1.53,8.84
M49.62,54.43c2.53-0.24,4.15-0.59,6.51-0.88c0.67-0.08,1.4-0.16,2.23-0.23
M74.6,23.98c1.53,0.27,2.64,0.56,4.23,0.37c3.93-0.48,6.68-0.98,8.59-1.25c2.09-0.29,3.08,0.58,2.6,2.75C88.62,32.12,83.88,57.88,83,64.5
M73.5,36.5c1,0.38,2.08,0.6,3.25,0.42c4.38-0.67,8-1.04,10.25-1.42
M72.5,49c0.69,0.15,1.45,0.55,2.24,0.46c4.01-0.46,7.39-1.09,9.76-1.21
M11.75,70.7c4.5,0.8,8.75,0.3,14.75-0.46c14.84-1.87,39.62-4.37,58.38-4.72c3.89-0.07,8.32,0.2,12.12,1.02
M39.24,76.39c0.19,1.33-0.19,2.12-0.97,3.24c-3.02,4.34-10.93,10.27-22.21,16.08
M66.27,75.46c8.36,4.17,19.36,13.17,22.29,19.01",nieznane znaczenie,,true,JLPT 1
614,渇,11,"汁
日
勹
匕",カツ,かわ.く,"M23,14.75c4.06,1.52,10.48,6.23,11.5,8.59
M18.25,41.75c3.97,1.37,10.26,5.62,11.25,7.75
M19.26,88.13c1.24,0.58,2.5,0.34,3.24-0.92c2.75-4.7,7-13.95,9.5-19.95
M46.25,13.77c1.12,1.12,1.42,2.71,1.59,4.09c0.48,4.03,1.58,12.74,2.07,17.65c0.23,2.27,0.51,4.39,0.64,5.24
M48.69,15.37c3.66-0.53,20.69-2.67,27.31-3.39c3.42-0.37,5.74,0,5.26,3.91c-0.61,4.93-1.92,13.48-3.11,19.42c-0.31,1.52-0.6,2.87-0.88,3.94
M49.83,27.22c7.04-0.72,25.04-2.97,29.22-3.28
M51.69,39.36c7.43-0.98,17.81-2.18,25.35-2.57
M56.75,41.75c0.12,1.43-0.27,2.16-0.86,3.49C53.12,51.41,47.4,59.32,38.5,67
M55.7,51.1c1.93,0.53,4.22,0.47,6.03,0.17c5.45-0.91,18.59-2.93,24.38-3.63c5.8-0.69,6.41,0.45,6.03,6.12c-0.61,9.31-3.91,29.44-11.49,41.32c-1.98,3.1-4.68,1.03-6.69-1.1
M72.45,60.86c-0.08,1.14-0.47,1.74-1.44,2.28c-4.63,2.61-12.01,5.99-19.75,8.54
M47.68,62.3c0.82,0.82,1.17,2.07,1.17,3.18c0,2.26-0.1,3.67-0.1,9.01c0,6.01,1.26,7.57,13.86,7.57c11.26,0,12.63-1.98,12.63-6.81",nieznane znaczenie,,true,JLPT 1
